Width,Page,Left,Top,Height,Text,Font,Size,Font Count
332,22,143,179,13,"Buildability Issues or inadequacies in any Design Document, shall propose 
",ArialMT,13.26,1
382,22,143,167,13,"rectification of such inadequacy, and shall implement the final approved rectifications.  
",ArialMT,13.26,1
375,22,143,156,13,"The Subcontractor is not entitled to any extension of the Time for Completion, or any 
",ArialMT,13.26,1
331,22,143,144,13,"modification to the programme under Clause 9.3 (Programme), and/or any 
",ArialMT,13.26,1
352,22,143,133,13,"adjustment to the Subcontract Price or additional Costs arising from Buildability 
",ArialMT,13.26,1
372,22,143,121,13,"Issues or inadequacies in the Design Documents, and the Subcontractor is deemed 
",ArialMT,13.26,1
370,22,143,110,13,"to have allowed for such Buildability Issues and inadequacies in its programme and 
",ArialMT,13.26,1
101,22,143,99,13,"the Subcontract Price. 
",ArialMT,13.26,1
235,22,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,22,513,32,11,"16 
",ArialMT,11.98,1
16,23,72,785,13,"4.3 
",Arial-BoldMT,13.88,1
411,23,108,785,13,"Performance Security                                                                                                               
",Arial-BoldMT ArialMT,13.88 13.26,2
393,23,107,768,13,"(a)        The Subcontractor shall obtain (at its cost) a Performance Security for the proper 
",ArialMT,13.26,1
15,23,108,698,13,"(b) 
",ArialMT,13.26,1
14,23,107,658,13,"(c) 
",ArialMT,13.26,1
15,23,108,606,13,"(d) 
",ArialMT,13.26,1
15,23,108,565,13,"(e) 
",ArialMT,13.26,1
12,23,108,525,13,"(f) 
",ArialMT,13.26,1
15,23,108,461,13,"(g) 
",ArialMT,13.26,1
302,23,142,756,13,"performance of the balance of its obligations under the Subcontract. 
",ArialMT,13.26,1
359,23,142,739,13,"The Performance Security shall be an unconditional bank guarantee in the forms 
",ArialMT,13.26,1
364,23,142,727,13,"provided in Annexure 12 (Form of Advance Payment Security) in the amounts and 
",ArialMT,13.26,1
215,23,142,716,13,"currencies stated in the Subcontract Particulars. 
",ArialMT,13.26,1
378,23,144,698,13,"The Subcontractor shall deliver the Performance Security to the Contractor within the 
",ArialMT,13.26,1
381,23,144,687,13,"time specified in the Subcontract Particulars and shall send a copy to the Contractor’s 
",ArialMT,13.26,1
75,23,144,675,13,"Representative.  
",ArialMT,13.26,1
375,23,144,658,13,"The Performance Security shall be issued by a bank or financial institution located in 
",ArialMT,13.26,1
337,23,144,646,13,"Abu Dhabi and approved by the Contractor and each shall have a long term 
",ArialMT,13.26,1
366,23,144,635,13,"unsecured credit rating at least equivalent or higher than the rating specified in the 
",ArialMT,13.26,1
108,23,144,623,13,"Subcontract Particulars. 
",ArialMT,13.26,1
374,23,144,606,13,"Notwithstanding any other provisions of the Subcontract, the Subcontractor shall not 
",ArialMT,13.26,1
364,23,144,594,13,"be entitled to any payments under this Subcontract until the Performance Security 
",ArialMT,13.26,1
166,23,144,583,13,"has been delivered to the Contractor. 
",ArialMT,13.26,1
329,23,144,565,13,"The Subcontractor shall ensure that the Performance Security is valid and 
",ArialMT,13.26,1
346,23,144,554,13,"enforceable until the Subcontractor has executed and completed the Works in 
",ArialMT,13.26,1
271,23,144,542,13,"accordance with the Subcontract and remedied any defects.  
",ArialMT,13.26,1
381,23,144,525,13,"If the terms of the Performance Security specify its expiry date, and the Subcontractor 
",ArialMT,13.26,1
364,23,144,513,13,"has not become entitled to receive the Performance Certificate by the date twenty-
",ArialMT,13.26,1
373,23,144,502,13,"eight (28) days prior to the expiry date, the Subcontractor shall extend the validity of 
",ArialMT,13.26,1
380,23,144,490,13,"the Performance Security until the Works have been completed and any defects have 
",ArialMT,13.26,1
72,23,144,479,13,"been remedied. 
",ArialMT,13.26,1
357,23,144,461,13,"In addition to the Contractor’s rights under Clause 4.3(h), the Contractor shall be 
",ArialMT,13.26,1
254,23,144,449,13,"entitled to make a claim under the Performance Security: 
",ArialMT,13.26,1
11,23,144,432,13,"(i) 
",ArialMT,13.26,1
13,23,144,415,13,"(ii) 
",ArialMT,13.26,1
16,23,144,397,13,"(iii) 
",ArialMT,13.26,1
259,23,180,432,13,"in accordance with the terms of the Performance Security; 
",ArialMT,13.26,1
239,23,180,415,13,"when such right is provided under the Subcontract; or 
",ArialMT,13.26,1
328,23,180,397,13,"where the Contractor, acting reasonably, considers that the Subcontractor 
",ArialMT,13.26,1
327,23,180,386,13,"has defaulted in the performance of its obligations under the Subcontract, 
",ArialMT,13.26,1
327,23,180,374,13,"including where the Contractor reasonably considers that there has been: 
",ArialMT,13.26,1
16,23,180,356,13,"(A) 
",ArialMT,13.26,1
255,23,216,356,13,"a failure by the Subcontractor to extend the validity of the 
",ArialMT,13.26,1
308,23,216,345,13,"Performance Security as described in the preceding paragraph or the 
",ArialMT,13.26,1
278,23,216,334,13,"Subcontractor fails to increase the amount of the Performance 
",ArialMT,13.26,1
307,23,216,322,13,"Security to the amount stated in the Subcontract Particulars, in either 
",ArialMT,13.26,1
281,23,216,311,13,"of which events the Contractor may claim the full amount of the 
",ArialMT,13.26,1
101,23,216,299,13,"Performance Security; 
",ArialMT,13.26,1
301,23,216,281,13,"a failure by the Subcontractor to pay the Contractor an amount due, 
",ArialMT,13.26,1
296,23,216,270,13,"as either agreed by the Subcontractor or determined under Clause 
",ArialMT,13.26,1
286,23,216,259,13,"3.9 (Determinations), Clause 9.6 (Delay Damages) or Clause 20 
",ArialMT,13.26,1
286,23,216,247,13,"(Claims and Dispute Resolution), within seven (7) days after this 
",ArialMT,13.26,1
128,23,216,235,13,"agreement or determination; 
",ArialMT,13.26,1
307,23,216,218,13,"a failure by the Subcontractor to remedy a default within five (5) days 
",ArialMT,13.26,1
284,23,216,206,13,"after receiving the Contractor’s notice requiring the default to be 
",ArialMT,13.26,1
58,23,216,195,13,"remedied; or 
",ArialMT,13.26,1
282,23,216,178,13,"circumstances which entitle the Contractor to termination under 
",ArialMT,13.26,1
136,23,216,166,13,"Clause 15.2 (Termination by ). 
",ArialMT,13.26,1
16,23,180,281,13,"(B) 
",ArialMT,13.26,1
16,23,180,218,13,"(C) 
",ArialMT,13.26,1
16,23,180,178,13,"(D) 
",ArialMT,13.26,1
15,23,108,148,13,"(h) 
",ArialMT,13.26,1
347,23,144,148,13,"If the Performance Security becomes invalid or the Contractor has reasonable 
",ArialMT,13.26,1
377,23,144,137,13,"grounds for believing that the Performance Security is about to become invalid, or an 
",ArialMT,13.26,1
343,23,144,125,13,"Insolvency Event has or is about to occur in relation to the financial institution 
",ArialMT,13.26,1
366,23,144,114,13,"providing the Performance Security, or the long term unsecured credit rating of the 
",ArialMT,13.26,1
379,23,144,103,13,"financial institution providing the Performance Security falls below the rating specified 
",ArialMT,13.26,1
371,23,144,91,13,"in the Subcontract Particulars, then the Subcontractor shall, within twenty-eight (28) 
",ArialMT,13.26,1
360,23,144,79,13,"days of the Contractor’s request, provide alternative Performance Security, to the 
",ArialMT,13.26,1
235,23,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,23,513,32,11,"17 
",ArialMT,11.98,1
16,24,71,693,13,"4.4 
",Arial-BoldMT,13.88,1
16,24,72,288,13,"4.5 
",Arial-BoldMT,13.88,1
65,24,108,288,13,"Co-operation 
",Arial-BoldMT,13.88,1
15,24,108,271,13,"(a) 
",ArialMT,13.26,1
11,24,108,745,13,"(i) 
",ArialMT,13.26,1
378,24,144,785,13,"Contractor’s satisfaction. If the Subcontractor fails to provide alternative Performance 
",ArialMT,13.26,1
364,24,144,774,13,"Security to the Contractor’s satisfaction, the Contractor shall be entitled to make a 
",ArialMT,13.26,1
228,24,144,762,13,"claim for the full value of the Performance Security. 
",ArialMT,13.26,1
358,24,144,745,13,"The Contractor shall return the Performance Security to the Subcontractor within 
",ArialMT,13.26,1
367,24,144,733,13,"twenty-three (23) days after issuance of the Performance Certificate or, if a dispute 
",ArialMT,13.26,1
370,24,143,722,13,"arises under the Subcontract, after the final determination of the dispute, whichever 
",ArialMT,13.26,1
56,24,143,710,13,"occurs later. 
",ArialMT,13.26,1
153,24,108,693,13,"Subcontractor’s Representative 
",Arial-BoldMT,13.88,1
15,24,108,675,13,"(a) 
",ArialMT,13.26,1
15,24,108,635,13,"(b) 
",ArialMT,13.26,1
14,24,108,548,13,"(c) 
",ArialMT,13.26,1
15,24,108,508,13,"(d) 
",ArialMT,13.26,1
15,24,108,421,13,"(e) 
",ArialMT,13.26,1
12,24,108,392,13,"(f) 
",ArialMT,13.26,1
15,24,108,317,13,"(g) 
",ArialMT,13.26,1
15,24,108,160,13,"(b) 
",ArialMT,13.26,1
14,24,108,119,13,"(c) 
",ArialMT,13.26,1
370,24,144,675,13,"The Subcontractor shall at all times have a Subcontractor’s Representative and the 
",ArialMT,13.26,1
377,24,144,664,13,"Subcontractor shall give its Subcontractor’s Representative all authority necessary to 
",ArialMT,13.26,1
253,24,144,652,13,"act on the Subcontractor’s behalf under the Subcontract. 
",ArialMT,13.26,1
338,24,144,635,13,"Unless the Subcontractor’s Representative is named in the Subcontract, the 
",ArialMT,13.26,1
361,24,144,623,13,"Subcontractor shall, prior to the Commencement Date, submit to the Contractor’s 
",ArialMT,13.26,1
377,24,144,612,13,"Representative for consent the name and particulars of the person the Subcontractor 
",ArialMT,13.26,1
356,24,144,600,13,"proposes to appoint as Subcontractor’s Representative. If consent is withheld or 
",ArialMT,13.26,1
352,24,144,589,13,"subsequently revoked, or if the appointed person fails to act as Subcontractor’s 
",ArialMT,13.26,1
372,24,144,577,13,"Representative, the Subcontractor shall similarly submit the name and particulars of 
",ArialMT,13.26,1
206,24,144,566,13,"another suitable person for such appointment. 
",ArialMT,13.26,1
324,24,144,548,13,"The Subcontractor shall not, without the prior consent of the Contractor’s 
",ArialMT,13.26,1
361,24,144,537,13,"Representative, revoke the appointment of the Subcontractor’s Representative or 
",ArialMT,13.26,1
104,24,144,525,13,"appoint a replacement. 
",ArialMT,13.26,1
372,24,144,508,13,"The whole time of the Subcontractor’s Representative shall be given to directing the 
",ArialMT,13.26,1
315,24,144,496,13,"Subcontractor’s performance of the Subcontract. If the Subcontractor’s 
",ArialMT,13.26,1
359,24,144,485,13,"Representative is to be temporarily absent from the Site during the design (to the 
",ArialMT,13.26,1
359,24,144,473,13,"extent required by the Subcontract), execution and completion of the Works for a 
",ArialMT,13.26,1
380,24,144,461,13,"period in excess of twenty (20) consecutive days, a suitable replacement person shall 
",ArialMT,13.26,1
358,24,144,450,13,"be appointed, subject to the Contractor’s Representative’s prior consent, and the 
",ArialMT,13.26,1
254,24,144,439,13,"Contractor’s Representative shall be notified accordingly. 
",ArialMT,13.26,1
362,24,144,421,13,"The Subcontractor’s Representative shall, on behalf of the Subcontractor, receive 
",ArialMT,13.26,1
350,24,144,410,13,"instructions under Clause 3.7 (Instructions of the Contractor’s Representative). 
",ArialMT,13.26,1
344,24,144,392,13,"The Subcontractor’s Representative may delegate any powers, functions and 
",ArialMT,13.26,1
369,24,144,380,13,"authority to any competent person, and may at any time revoke the delegation. Any 
",ArialMT,13.26,1
381,24,144,369,13,"delegation or revocation shall not take effect until the Contractor’s Representative has 
",ArialMT,13.26,1
352,24,144,358,13,"received prior notice signed by the Subcontractor’s Representative, naming the 
",ArialMT,13.26,1
343,24,144,346,13,"person and specifying the powers, functions and authority being delegated or 
",ArialMT,13.26,1
41,24,144,334,13,"revoked. 
",ArialMT,13.26,1
351,24,144,317,13,"The Subcontractor’s Representative and all these persons shall be fluent in the 
",ArialMT,13.26,1
327,24,144,305,13,"language for communications defined in Clause 1.4 (Law and Language). 
",ArialMT,13.26,1
205,24,180,241,13,"the Employer and / or Contractor’s Personnel; 
",ArialMT,13.26,1
138,24,180,224,13,"any Other Subcontractors; and 
",ArialMT,13.26,1
256,24,180,206,13,"the personnel of any legally constituted public Authorities, 
",ArialMT,13.26,1
351,24,144,271,13,"The Subcontractor shall, as specified in the Subcontract or as instructed by the 
",ArialMT,13.26,1
375,24,144,259,13,"Contractor’s Representative, allow appropriate opportunities for carrying out work to: 
",ArialMT,13.26,1
11,24,144,241,13,"(i) 
",ArialMT,13.26,1
13,24,144,224,13,"(ii) 
",ArialMT,13.26,1
16,24,144,206,13,"(iii) 
",ArialMT,13.26,1
381,24,144,189,13,"who may be employed in the execution on or near the Site of any work not included in 
",ArialMT,13.26,1
327,24,144,178,13,"the Subcontract and any such instruction shall not constitute a Variation.   
",ArialMT,13.26,1
349,24,144,160,13,"Services for these personnel and Other Subcontractors may include the use of 
",ArialMT,13.26,1
378,24,144,148,13,"Subcontractor’s Equipment, Temporary Works or access arrangements which are the 
",ArialMT,13.26,1
155,24,144,137,13,"responsibility of the Subcontractor. 
",ArialMT,13.26,1
355,24,144,119,13,"If, under the Subcontract, the Contractor is required to give to the Subcontractor 
",ArialMT,13.26,1
378,24,144,108,13,"possession of any foundation, structure, plant or means of access in accordance with 
",ArialMT,13.26,1
330,24,144,97,13,"Design Documents, the Subcontractor shall submit such documents to the 
",ArialMT,13.26,1
345,24,144,85,13,"Contractor’s Representative in the time and manner stated in the Contractor’s 
",ArialMT,13.26,1
67,24,144,73,13,"Requirements. 
",ArialMT,13.26,1
235,24,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,24,513,32,11,"18 
",ArialMT,11.98,1
16,25,72,520,13,"4.6 
",Arial-BoldMT,13.88,1
16,25,72,335,13,"4.7 
",Arial-BoldMT,13.88,1
16,25,72,109,13,"4.8 
",Arial-BoldMT,13.88,1
15,25,108,439,13,"(b) 
",ArialMT,13.26,1
14,25,108,398,13,"(c) 
",ArialMT,13.26,1
15,25,108,259,13,"(b) 
",ArialMT,13.26,1
14,25,108,230,13,"(c) 
",ArialMT,13.26,1
15,25,108,201,13,"(d) 
",ArialMT,13.26,1
15,25,108,160,13,"(e) 
",ArialMT,13.26,1
15,25,108,785,13,"(d) 
",ArialMT,13.26,1
15,25,108,745,13,"(e) 
",ArialMT,13.26,1
12,25,108,670,13,"(f) 
",ArialMT,13.26,1
15,25,107,595,13,"(g) 
",ArialMT,13.26,1
361,25,144,785,13,"The Subcontractor shall co-operate fully and pro-actively with, and co-ordinate its 
",ArialMT,13.26,1
377,25,144,774,13,"activities with Other Subcontractors so as not to obstruct, disrupt or delay work being 
",ArialMT,13.26,1
191,25,144,762,13,"performed by such Other Subcontractors.   
",ArialMT,13.26,1
350,25,144,745,13,"The Subcontractor acknowledges that the Contractor and / or the Employer (or 
",ArialMT,13.26,1
350,25,144,733,13,"Affiliates of the Contractor) will engage those specific (and categories of) Other 
",ArialMT,13.26,1
368,25,144,722,13,"Subcontractors identified in the Subcontract Particulars, or subsequently notified to 
",ArialMT,13.26,1
