,Width,Page,Left,Top,Height,Text,Font,Size,Font Count,Is_Bullet,Heading,TOC,SScore,TextCount,IsCapital,Preds,Probs
1506,378,26,144,179,9,"all damages, losses and expenses (including legal fees and expenses) resulting from 
",ArialMT,9,1,0,0,0,0,12,0,0,0.99
1507,351,26,144,168,9,"the transport of Goods, and shall negotiate and pay all claims arising from their 
",ArialMT,9,1,0,0,0,0,14,0,0,1
1508,45,26,144,156,9,"transport. 
",ArialMT,9,1,0,0,0,0,1,0,0,1
1510,373,26,108,121,9,"(a) 
 The Subcontractor shall be responsible for all Subcontractor’s Equipment. When 
",ArialMT,9,1,2,0,1,0,11,0,0,0.99
1511,338,26,144,110,9,"brought on to the Site, all Subcontractor’s Equipment shall be deemed to be 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1512,320,26,144,98,9,"exclusively intended for the execution and completion of the Works. The 
",ArialMT,9,1,0,0,0,0,11,0,0,1
1513,357,26,144,87,9,"Subcontractor shall not remove from the Site any major items of Subcontractor’s 
",ArialMT,9,1,0,0,0,0,12,0,0,1
1514,379,26,144,75,9,"Equipment without the consent of the Contractor’s Representative. However, consent 
",ArialMT,9,1,0,0,0,0,10,0,0,0.99
1515,380,27,144,782,9,"shall not be required for vehicles transporting Goods or Subcontractor’s Personnel off 
",ArialMT,9,1,0,0,0,0,12,0,0,0.95
1516,242,27,143,770,9,"Site, except as required in Clause 4.16 (Environment). 
",ArialMT,9,1,0,0,0,0,8,0,0,0.91
1517,391,27,107,753,9,"(b) 
 The Subcontractor shall be responsible for all equipment delivered by him to the Site 
",ArialMT,9,1,2,0,1,0,15,0,0,1
1518,350,27,143,741,9,"and shall be responsible for the equipment’s receipt at the Site, installation and 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1519,371,27,143,730,9,"integration into the Works and commissioning. All equipment shall be deemed to be 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1520,320,27,143,718,9,"exclusively intended for the execution and completion of the Works. The 
",ArialMT,9,1,0,0,0,0,11,0,0,0.99
1521,357,27,143,707,9,"Subcontractor shall not remove from the Site any items of equipment without the 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1522,195,27,143,695,9,"consent of the Contractor’s Representative. 
",ArialMT,9,1,0,0,0,0,5,0,0,0.91
1524,412,27,107,660,9,"In addition to the requirements provided in the Contractor’s Requirements, the Subcontractor 
",ArialMT,9,1,0,0,0,0,12,0,0,1
1525,417,27,107,649,9,"shall carry out its obligations under the Subcontract in an environmentally responsible manner 
",ArialMT,9,1,0,0,0,0,13,0,0,0.99
1526,385,27,107,637,9,"and in accordance with all environmental Laws, Environment Agency Abu Dhabi (EAD) 
",ArialMT,9,1,0,0,0,0,12,0,0,1
1527,402,27,107,626,9,"requirements, as well as carry out any EAD-required permitting and no objection certificate 
",ArialMT,9,1,0,0,0,0,13,0,0,0.99
1528,400,27,107,614,9,"(NOC) procedures and the requirements of all other relevant Authorities including Permits. 
",ArialMT,9,1,2,0,1,0,12,0,0,1
1530,385,27,108,579,9,"(a) 
 The Subcontractor shall, except as stated below, be responsible for the provision of 
",ArialMT,9,1,2,0,1,0,14,0,0,1
1531,377,27,144,568,9,"all power, water, gas and other services Subcontractor, Subcontractor’s Personnel or 
",ArialMT,9,1,0,0,0,0,11,0,0,0.98
1532,149,27,144,556,9,"Sub-Subcontractors may require. 
",ArialMT,9,1,0,0,0,0,3,0,0,0.97
1533,360,27,108,539,9,"(b) 
 The Subcontractor shall be entitled to use for the purposes of the Works such 
",ArialMT,9,1,2,0,1,0,15,0,0,1
1534,352,27,144,527,9,"supplies of electricity, water, gas, air-conditioning and other services as may be 
",ArialMT,9,1,0,0,0,0,12,0,0,0.98
1535,381,27,144,516,9,"available on the Site at its cost, and of which details and prices are either stated in the 
",ArialMT,9,1,0,0,0,0,18,0,0,1
1536,352,27,144,504,9,"Subcontract Particulars or advised to the Subcontractor by the Contractor or by 
",ArialMT,9,1,0,0,0,0,12,0,0,0.98
1537,350,27,144,493,9,"Authorities. The Subcontractor shall, at its risk and cost, provide any apparatus 
",ArialMT,9,1,0,0,0,0,12,0,0,1
1538,369,27,144,481,9,"necessary for its use of these services and for measuring the quantities consumed. 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1539,391,27,108,464,9,"(c) 
 The quantities consumed and the amounts due and payable by the Subcontractor for 
",ArialMT,9,1,2,0,1,0,14,0,0,0.99
1540,366,27,144,452,9,"such services shall be agreed or determined by the Contractor’s Representative in 
",ArialMT,9,1,0,0,0,0,12,0,0,0.98
1541,361,27,144,441,9,"accordance with Clause 3.9 (Determinations).  The Subcontractor shall pay these 
",ArialMT,9,1,0,0,0,0,10,0,0,1
1542,361,27,144,429,9,"amounts to the Contractor (directly, by offset, or by collection on the Performance 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1543,198,27,144,418,9,"Security, at the Contractor’s sole discretion). 
",ArialMT,9,1,0,0,0,0,6,0,0,0.97
1545,394,27,108,383,9,"(a) 
 The Contractor may make the Contractor’s Equipment (if any) available for the use of 
",ArialMT,9,1,2,0,1,0,15,0,0,1
1546,369,27,144,371,9,"the Subcontractor in the execution and completion of the Works in accordance with 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1547,379,27,144,360,9,"the details, arrangements and prices stated in the Contractor’s Requirements. Unless 
",ArialMT,9,1,0,0,0,0,11,0,0,1
1548,227,27,144,348,9,"otherwise stated in the Contractor’s Requirements: 
",ArialMT,9,1,0,0,0,0,6,0,0,0.97
1549,341,27,144,331,9,"(i) 
 the Contractor shall be responsible for the Contractor’s Equipment; except 
",ArialMT,9,1,2,0,1,0,11,0,0,1
1550,19,27,180,319,9,"that 
",ArialMT,9,1,0,0,0,0,1,0,0,1
1551,314,27,144,302,9,"(ii) 
 the Subcontractor shall be responsible for each item of Contractor’s 
",ArialMT,9,1,2,0,1,0,11,0,0,1
1552,342,27,180,290,9,"Equipment whilst any of the Subcontractor’s Personnel is operating it, driving 
",ArialMT,9,1,0,0,0,0,11,0,0,1
1553,200,27,180,279,9,"it, directing it or in possession or control of it. 
",ArialMT,9,1,0,0,0,0,10,0,0,0.99
1554,348,27,108,261,9,"(b) 
 The appropriate quantities and the amounts due (at the prices stated in the 
",ArialMT,9,1,2,0,1,0,14,0,0,1
1555,376,27,144,250,9,"Contractor’s Requirements) for the use of Contractor’s Equipment shall be agreed or 
",ArialMT,9,1,0,0,0,0,12,0,0,1
1556,345,27,144,238,9,"determined by the Contractor’s Representative in accordance with Clause 3.9 
",ArialMT,9,1,0,0,0,0,10,0,0,1
1557,351,27,144,227,9,"(Determinations). The Subcontractor shall pay these amounts to the Contractor 
",ArialMT,9,1,2,0,1,0,10,0,0,0.99
1558,368,27,144,215,9,"(directly, by offset, or by collection on the Performance Security, at the Contractor’s 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1559,78,27,144,204,9,"sole discretion).   
",ArialMT,9,1,0,0,0,0,2,0,0,0.99
1561,377,27,108,169,9,"(a) 
 Weekly and monthly progress reports shall be prepared by the Subcontractor and 
",ArialMT,9,1,2,0,1,0,13,0,0,0.98
1562,341,27,144,157,9,"submitted to the Contractor’s Representative.  The number of copies of each 
",ArialMT,9,1,0,0,0,0,11,0,0,0.99
1563,334,27,144,146,9,"progress report submitted to Contractor’s Representative is specified in the 
",ArialMT,9,1,0,0,0,0,10,0,0,0.98
1564,114,27,144,134,9,"Subcontract Particulars.   
",ArialMT,9,1,0,0,0,0,2,0,0,0.99
1565,327,27,144,117,9,"(i) 
 In respect of weekly reports, these shall be submitted before 4pm each 
",ArialMT,9,1,2,0,1,0,13,0,0,1
1566,342,27,180,105,9,"Wednesday and shall cover monitoring of key events, key decisions and logs 
",ArialMT,9,1,0,0,0,0,12,0,0,0.98
1567,282,27,180,94,9,"and other information reasonably requested by the Contractor’s 
",ArialMT,9,1,0,0,0,0,8,0,0,1
1568,75,27,180,82,9,"Representative.  
",ArialMT,9,1,0,0,0,0,1,0,0,1
1569,348,28,144,782,9,"(ii) 
 In relation to monthly reports, the first report shall cover the period up to the 
",ArialMT,9,1,2,0,1,0,16,0,0,0.99
1570,336,28,179,770,9,"end of the first calendar month following the Commencement Date. Reports 
",ArialMT,9,1,0,0,0,0,11,0,0,0.98
1571,339,28,179,759,9,"shall be submitted monthly thereafter within five (5) days after the last day of 
",ArialMT,9,1,0,0,0,0,14,0,0,1
1572,130,28,179,747,9,"the period to which it relates. 
",ArialMT,9,1,0,0,0,0,6,0,0,0.99
1573,370,28,107,730,9,"(b) 
 Reporting shall continue until the Subcontractor has completed all work which is 
",ArialMT,9,1,2,0,1,0,13,0,0,0.99
1574,367,28,144,718,9,"known to be outstanding at Taking Over as stated in the Taking-Over Certificate for 
",ArialMT,9,1,0,0,0,0,14,0,0,0.99
1575,50,28,144,707,9,"the Works. 
",ArialMT,9,1,0,0,0,0,2,0,0,0.99
1576,370,28,108,689,9,"(c) 
 Each (i) weekly report shall in the form attached as Annexure 9 (Form of Weekly 
",ArialMT,9,1,2,0,1,0,16,0,0,0.95
1577,376,28,144,678,9,"Progress Report) hereto and (ii) each monthly report shall be in the form attached as 
",ArialMT,9,1,0,0,0,0,15,0,0,1
1578,380,28,144,666,9,"Annexure 10 (Form of Monthly Progress Report) hereto, and shall be reviewed by the 
",ArialMT,9,1,0,0,0,0,14,0,0,1
1579,334,28,144,655,9,"Contractor’s Representative prior to final submission and may also include: 
",ArialMT,9,1,0,0,0,0,10,0,0,0.97
1580,341,28,144,637,9,"(i) 
 charts and detailed descriptions of progress, manufacture, delivery to Site, 
",ArialMT,9,1,2,0,1,0,11,0,0,0.99
1581,324,28,180,626,9,"construction, erection and testing; and including these stages for work by 
",ArialMT,9,1,0,0,0,0,11,0,0,0.99
1582,141,28,180,614,9,"each Major Sub-Subcontractor; 
",ArialMT,9,1,0,0,0,0,3,0,0,0.99
1583,326,28,144,597,9,"(ii) 
 photographs showing the status of manufacture and of progress of the 
",ArialMT,9,1,2,0,1,0,12,0,0,1
1584,33,28,180,585,9,"Works; 
",ArialMT,9,1,0,0,0,0,1,0,0,1
1585,361,28,144,568,9,"(iii) 
 for the manufacture of each main item of Plant and Materials, the name of the 
",ArialMT,9,1,2,0,1,0,16,0,0,1
1586,336,28,179,556,9,"manufacturer, manufacture location, percentage progress, and the actual or 
",ArialMT,9,1,0,0,0,0,9,0,0,0.99
1587,84,28,179,545,9,"expected dates of: 
",ArialMT,9,1,0,0,0,0,3,0,0,0.98
1588,162,28,179,527,9,"(A) 
 commencement of manufacture; 
",ArialMT,9,1,2,0,1,0,4,0,0,0.97
1589,144,28,179,510,9,"(B) 
 Subcontractor’s inspections; 
",ArialMT,9,1,2,0,1,0,3,0,0,0.79
1590,64,28,179,492,9,"(C) 
 Tests; and 
",ArialMT,9,1,2,0,1,0,3,0,0,0.97
1591,159,28,179,475,9,"(D) 
 shipment and arrival at the Site; 
",ArialMT,9,1,2,0,1,0,7,0,0,0.99
1592,346,28,143,457,9,"(iv) 
 the details described in Clause 7.9 (Records of Subcontractor’s Personnel 
",ArialMT,9,1,2,0,1,0,11,0,0,1
1593,75,28,179,446,9,"and equipment); 
",ArialMT,9,1,0,0,0,0,2,0,0,0.87
1594,323,28,143,428,9,"(v) 
 copies of quality assurance documents, test results and certificates of 
",ArialMT,9,1,2,0,1,0,11,0,0,0.99
1595,46,28,179,417,9,"Materials; 
",ArialMT,9,1,0,0,0,0,1,0,0,0.99
1596,302,28,143,399,9,"(vi) 
 list of Variations, variation proposals requested by the Contractor’s 
",ArialMT,9,1,2,0,1,0,10,0,0,1
1597,335,28,179,388,9,"Representative which are in the process of being prepared and/or considered, 
",ArialMT,9,1,0,0,0,0,11,0,0,1
1598,287,28,179,376,9,"list of notices given under Clause 20.1 (Subcontractor’s Claims); 
",ArialMT,9,1,0,0,0,0,9,0,0,0.99
1599,347,28,143,359,9,"(vii) 
 safety statistics, including details of any hazardous incidents and activities 
",ArialMT,9,1,2,0,1,0,11,0,0,1
1600,243,28,179,347,9,"relating to environmental aspects and public relations;  
",ArialMT,9,1,0,0,0,0,7,0,0,1
1601,349,28,143,330,9,"(viii) 
 comparisons of actual and planned progress, with details of any events or 
",ArialMT,9,1,2,0,1,0,13,0,0,0.99
1602,335,28,179,318,9,"circumstances which may jeopardise the completion in accordance with the 
",ArialMT,9,1,0,0,0,0,10,0,0,1
1603,343,28,179,307,9,"Subcontract, and the measures being (or to be) adopted to overcome delays: 
",ArialMT,9,1,0,0,0,0,12,0,0,1
1604,329,28,143,289,9,"(ix) 
 notice of any claims which the Subcontractor anticipates making in the 
",ArialMT,9,1,2,0,1,0,12,0,0,1
1605,75,28,179,278,9,"following month; 
",ArialMT,9,1,0,0,0,0,2,0,0,0.98
1606,335,28,143,260,9,"(x) 
 detailed programming information showing the timing and sequencing of 
",ArialMT,9,1,2,0,1,0,10,0,0,1
1607,320,28,179,249,9,"construction activities to be carried out in the following three (3) months; 
",ArialMT,9,1,0,0,0,0,12,0,0,1
1608,208,28,143,231,9,"(xi) 
 a summary of the current Subcontract Price; 
",ArialMT,9,1,2,0,1,0,8,0,0,0.99
1609,337,28,143,214,9,"(xii) 
 a summary of all disputes that are not resolved or determined under the 
",ArialMT,9,1,2,0,1,0,14,0,0,1
1610,78,28,179,202,9,"Subcontract; and 
",ArialMT,9,1,0,0,0,0,2,0,0,0.99
1611,366,28,143,185,9,"(xiii) 
 any other matters set out in the Subcontract and other information reasonably 
",ArialMT,9,1,2,0,1,0,13,0,0,1
1612,344,28,179,173,9,"required by the Contractor and notified to the Subcontractor in advance of the 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1613,107,28,179,162,9,"relevant monthly report, 
",ArialMT,9,1,0,0,0,0,3,0,0,0.96
1614,401,28,107,144,9,"provided always that nothing in any progress report shall constitute notice of a claim within 
",ArialMT,9,1,0,0,0,0,15,0,0,1
1615,242,28,107,133,9,"the meaning of Clause 20.1 (Subcontractor’s Claims).  
",ArialMT,9,1,0,0,0,0,7,0,0,0.99
1617,196,28,107,98,9,"Unless otherwise stated in this Subcontract: 
",ArialMT,9,1,0,0,0,0,6,0,0,1
1618,376,28,107,80,9,"(a) 
 the Subcontractor shall be responsible for preventing unauthorised entry onto the 
",ArialMT,9,1,2,0,1,0,12,0,0,1
1619,22,28,143,69,9,"Site; 
",ArialMT,9,1,0,0,0,0,1,0,0,0.98
1620,37,29,108,782,9,"(b) 
 n/a;  
",ArialMT,9,1,2,0,1,0,2,0,0,0.66
1621,386,29,108,764,9,"(c) 
 the Subcontractor shall develop a Site security plan for approval by the Contractor’s 
",ArialMT,9,1,2,0,1,0,14,0,0,0.99
1622,355,29,144,753,9,"Representative that outlines security roles, responsibilities and contains security 
",ArialMT,9,1,0,0,0,0,9,0,0,0.98
1623,58,29,144,741,9,"procedures;  
",ArialMT,9,1,0,0,0,0,1,0,0,0.95
1624,34,29,108,724,9,"(d) 
 n/a; 
",ArialMT,9,1,2,0,1,0,2,0,0,0.91
1625,382,29,108,706,9,"(e) 
 the Subcontractor shall comply with all Abu Dhabi Police (private security business 
",ArialMT,9,1,2,0,1,0,13,0,0,1
1626,334,29,144,695,9,"department) regulations (or such other regulations) in relation to the correct 
",ArialMT,9,1,0,0,0,0,11,0,0,1
1627,187,29,144,683,9,"maintenance of records and incident logs; 
",ArialMT,9,1,0,0,0,0,6,0,0,0.97
1628,380,29,108,666,9,"(f) 
 if requested by the Contractor’s Representative, the Subcontractor shall give to the 
",ArialMT,9,1,2,0,1,0,13,0,0,1
1629,366,29,144,654,9,"Contractor’s Representative a list of names and addresses of all persons who are or 
",ArialMT,9,1,0,0,0,0,14,0,0,1
1630,343,29,144,643,9,"may be at any time concerned with the Works or any part thereof, specifying the 
",ArialMT,9,1,0,0,0,0,15,0,0,1
1631,354,29,144,631,9,"capacities in which they are so concerned, and giving such other particulars as the 
",ArialMT,9,1,0,0,0,0,14,0,0,1
1632,248,29,144,620,9,"Contractor’s Representative may reasonably require; and 
",ArialMT,9,1,0,0,0,0,6,0,0,0.96
1633,378,29,108,602,9,"(g) 
 where security passes are required for admission to the Site, the Subcontractor shall 
",ArialMT,9,1,2,0,1,0,14,0,0,1
1634,374,29,144,591,9,"submit to the Contractor’s Representative a list of the names of the relevant employees 
",ArialMT,9,1,0,0,0,0,14,0,0,1
1635,361,29,144,579,9,"and other persons issued or to be issued with passes, and any other information the 
",ArialMT,9,1,0,0,0,0,15,0,0,1
1636,215,29,144,568,9,"Contractor’s Representative reasonably requires.  
",ArialMT,9,1,0,0,0,0,4,0,0,0.96
1637,339,29,108,550,9,"(h) 
 the cost of issuing security passes shall be advised by the Contractor to the 
",ArialMT,9,1,2,0,1,0,15,0,0,1
1638,348,29,144,539,9,"Subcontractor and deducted from monthly payments. All security passes shall be 
",ArialMT,9,1,0,0,0,0,11,0,0,0.99
1639,368,29,144,527,9,"returned on the demand of the Contractor’s Representative and in any case when the 
",ArialMT,9,1,0,0,0,0,14,0,0,1
1640,100,29,144,516,9,"Works are Taken Over. 
",ArialMT,9,1,0,0,0,0,4,0,0,0.98
1642,380,29,108,481,9,"(a) 
 The Subcontractor shall confine its operations to the Site, and to any additional off-
",ArialMT,9,1,2,0,1,0,15,0,0,1
1643,330,29,144,469,9,"Site areas which may be obtained by the Subcontractor and agreed by the 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1644,350,29,144,458,9,"Contractor’s Representative as working areas. The Subcontractor shall take all 
",ArialMT,9,1,0,0,0,0,10,0,0,1
1645,353,29,144,446,9,"necessary precautions to keep Subcontractor’s Equipment and Subcontractor’s 
",ArialMT,9,1,0,0,0,0,8,0,0,0.96
1646,370,29,144,435,9,"Personnel within the Site and these additional areas, and to keep them off adjacent 
",ArialMT,9,1,0,0,0,0,14,0,0,1
1647,24,29,144,423,9,"land. 
",ArialMT,9,1,0,0,0,0,1,0,0,1
1648,383,29,108,406,9,"(b) 
 The Subcontractor shall not use any part of the Site for any purpose not connected 
",ArialMT,9,1,2,0,1,0,16,0,0,1
1649,354,29,144,394,9,"with the execution and completion of the Works without the prior approval of the 
",ArialMT,9,1,0,0,0,0,14,0,0,0.99
1650,375,29,144,383,9,"Contractor. The Subcontractor shall not destroy, damage or pull down any plant, wall 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1651,380,29,144,371,9,"or building outside the area where the Works are being performed, but within the Site, 
",ArialMT,9,1,0,0,0,0,15,0,0,0.99
1652,191,29,144,360,9,"without the prior consent of the Contractor. 
",ArialMT,9,1,0,0,0,0,7,0,0,0.99
1653,386,29,108,342,9,"(c) 
 During the execution and completion of the Works, the Subcontractor shall keep the 
",ArialMT,9,1,2,0,1,0,14,0,0,0.98
1654,336,29,144,331,9,"Site free from all unnecessary obstruction, and shall store or dispose of any 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1655,372,29,144,319,9,"Subcontractor’s Equipment or surplus materials. The Subcontractor shall, on a daily 
",ArialMT,9,1,0,0,0,0,11,0,0,0.98
1656,366,29,144,308,9,"basis, clear away and remove from the Site any wreckage, rubbish and Temporary 
",ArialMT,9,1,0,0,0,0,13,0,0,1
1657,163,29,144,296,9,"Works which are no longer required. 
",ArialMT,9,1,0,0,0,0,6,0,0,0.94
1658,386,29,108,279,9,"(d) 
 Upon the issue of a Taking-Over Certificate, the Subcontractor shall clear away and 
",ArialMT,9,1,2,0,1,0,14,0,0,1
1659,359,29,144,267,9,"remove, from that part of the Site and Works to which the Taking-Over Certificate 
",ArialMT,9,1,0,0,0,0,14,0,0,0.99
1660,349,29,144,256,9,"refers, all Subcontractor’s Equipment, surplus material, wreckage, rubbish and 
",ArialMT,9,1,0,0,0,0,9,0,0,1
1661,86,29,144,244,9,"Temporary Works.  
",ArialMT,9,1,0,0,0,0,2,0,0,0.99
1662,391,29,108,227,9,"(e) 
 The Subcontractor shall leave that part of the Site and the Works in a clean and safe 
",ArialMT,9,1,2,0,1,0,18,0,0,1
1663,369,29,144,215,9,"condition. However, with the prior written consent of Contractor, Subcontractor may 
",ArialMT,9,1,0,0,0,0,11,0,0,1
